Datetime,Value,Topic,Value_Float
2023-08-02 13:43:31.377910,73.40,acZChar/mqtt,73.4
2023-08-02 13:43:31.384468,-2.28,currentSenChar/mqtt,-2.28
2023-08-02 13:43:31.385579,294.36,acXChar/mqtt,294.36
2023-08-02 13:43:31.397352,307.15,acYChar/mqtt,307.15
2023-08-02 13:43:31.402285,69.32,acZChar/mqtt,69.32
2023-08-02 13:43:31.411531,-1.17,currentSenChar/mqtt,-1.17
2023-08-02 13:43:31.485061,309.59,acXChar/mqtt,309.59
2023-08-02 13:43:31.491518,288.94,acYChar/mqtt,288.94
2023-08-02 13:43:31.493007,61.74,acZChar/mqtt,61.74
2023-08-02 13:43:31.503043,0.38,currentSenChar/mqtt,0.38
2023-08-02 13:43:31.511601,298.57,acXChar/mqtt,298.57
2023-08-02 13:43:31.519961,302.98,acYChar/mqtt,302.98
2023-08-02 13:43:31.519961,68.73,acZChar/mqtt,68.73
2023-08-02 13:43:31.528781,-0.51,currentSenChar/mqtt,-0.51
2023-08-02 13:43:31.536870,296.77,acXChar/mqtt,296.77
2023-08-02 13:43:31.545222,306.37,acYChar/mqtt,306.37
2023-08-02 13:43:31.545222,69.40,acZChar/mqtt,69.4
2023-08-02 13:43:31.554481,-0.38,currentSenChar/mqtt,-0.38
2023-08-02 13:43:31.563125,296.20,acXChar/mqtt,296.2
2023-08-02 13:43:31.563125,306.04,acYChar/mqtt,306.04
2023-08-02 13:43:31.577267,69.61,acZChar/mqtt,69.61
2023-08-02 13:43:31.585221,-0.04,currentSenChar/mqtt,-0.04
2023-08-02 13:43:31.684336,297.12,acXChar/mqtt,297.12
2023-08-02 13:43:31.692730,304.66,acYChar/mqtt,304.66
2023-08-02 13:43:31.701135,69.67,acZChar/mqtt,69.67
2023-08-02 13:43:31.701135,-0.70,currentSenChar/mqtt,-0.7
2023-08-02 13:43:31.711504,296.49,acXChar/mqtt,296.49
2023-08-02 13:43:31.721074,306.35,acYChar/mqtt,306.35
2023-08-02 13:43:31.721074,69.02,acZChar/mqtt,69.02
2023-08-02 13:43:31.731171,-0.06,currentSenChar/mqtt,-0.06
2023-08-02 13:43:31.741604,296.98,acXChar/mqtt,296.98
2023-08-02 13:43:31.750165,304.61,acYChar/mqtt,304.61
2023-08-02 13:43:31.750165,69.86,acZChar/mqtt,69.86
2023-08-02 13:43:31.758642,0.89,currentSenChar/mqtt,0.89
2023-08-02 13:43:31.768767,295.72,acXChar/mqtt,295.72
2023-08-02 13:43:31.775653,306.31,acYChar/mqtt,306.31
2023-08-02 13:43:31.783986,69.17,acZChar/mqtt,69.17
2023-08-02 13:43:31.783986,1.26,currentSenChar/mqtt,1.26
2023-08-02 13:43:31.893827,297.08,acXChar/mqtt,297.08
2023-08-02 13:43:31.902825,304.78,acYChar/mqtt,304.78
2023-08-02 13:43:31.902825,69.65,acZChar/mqtt,69.65
2023-08-02 13:43:31.911254,-0.30,currentSenChar/mqtt,-0.3
2023-08-02 13:43:31.919367,296.74,acXChar/mqtt,296.74
2023-08-02 13:43:31.927739,306.39,acYChar/mqtt,306.39
2023-08-02 13:43:31.928242,69.61,acZChar/mqtt,69.61
2023-08-02 13:43:31.937287,0.70,currentSenChar/mqtt,0.7
2023-08-02 13:43:31.945744,297.14,acXChar/mqtt,297.14
2023-08-02 13:43:31.945744,304.82,acYChar/mqtt,304.82
2023-08-02 13:43:31.954504,69.84,acZChar/mqtt,69.84
2023-08-02 13:43:31.963455,0.99,currentSenChar/mqtt,0.99
2023-08-02 13:43:31.994193,296.47,acXChar/mqtt,296.47
2023-08-02 13:43:31.994193,305.89,acYChar/mqtt,305.89
2023-08-02 13:43:32.004203,69.29,acZChar/mqtt,69.29
2023-08-02 13:43:32.012640,-0.59,currentSenChar/mqtt,-0.59
2023-08-02 13:43:32.093374,297.31,acXChar/mqtt,297.31
2023-08-02 13:43:32.101772,304.93,acYChar/mqtt,304.93
2023-08-02 13:43:32.111492,69.50,acZChar/mqtt,69.5
2023-08-02 13:43:32.119532,-1.07,currentSenChar/mqtt,-1.07
2023-08-02 13:43:32.128346,296.05,acXChar/mqtt,296.05
2023-08-02 13:43:32.128346,305.62,acYChar/mqtt,305.62
2023-08-02 13:43:32.137079,69.42,acZChar/mqtt,69.42
2023-08-02 13:43:32.145959,-0.41,currentSenChar/mqtt,-0.41
2023-08-02 13:43:32.193838,296.66,acXChar/mqtt,296.66
2023-08-02 13:43:32.202291,305.03,acYChar/mqtt,305.03
2023-08-02 13:43:32.210851,69.21,acZChar/mqtt,69.21
2023-08-02 13:43:32.210851,-1.12,currentSenChar/mqtt,-1.12
2023-08-02 13:43:32.245641,296.62,acXChar/mqtt,296.62
2023-08-02 13:43:32.254132,305.66,acYChar/mqtt,305.66
2023-08-02 13:43:32.262840,69.63,acZChar/mqtt,69.63
2023-08-02 13:43:32.271338,0.83,currentSenChar/mqtt,0.83
2023-08-02 13:43:32.302268,296.66,acXChar/mqtt,296.66
2023-08-02 13:43:32.311213,304.86,acYChar/mqtt,304.86
2023-08-02 13:43:32.311719,69.29,acZChar/mqtt,69.29
2023-08-02 13:43:32.320151,-0.38,currentSenChar/mqtt,-0.38
2023-08-02 13:43:32.403275,296.35,acXChar/mqtt,296.35
2023-08-02 13:43:32.411593,305.58,acYChar/mqtt,305.58
2023-08-02 13:43:32.419643,69.02,acZChar/mqtt,69.02
2023-08-02 13:43:32.428010,-0.72,currentSenChar/mqtt,-0.72
2023-08-02 13:43:32.428010,296.45,acXChar/mqtt,296.45
2023-08-02 13:43:32.439666,305.55,acYChar/mqtt,305.55
2023-08-02 13:43:32.439666,68.67,acZChar/mqtt,68.67
2023-08-02 13:43:32.448091,-0.38,currentSenChar/mqtt,-0.38
2023-08-02 13:43:32.504609,297.04,acXChar/mqtt,297.04
2023-08-02 13:43:32.510257,305.24,acYChar/mqtt,305.24
2023-08-02 13:43:32.519053,69.44,acZChar/mqtt,69.44
2023-08-02 13:43:32.527850,-0.80,currentSenChar/mqtt,-0.8
2023-08-02 13:43:32.611640,296.64,acXChar/mqtt,296.64
2023-08-02 13:43:32.611640,305.62,acYChar/mqtt,305.62
2023-08-02 13:43:32.620418,69.52,acZChar/mqtt,69.52
2023-08-02 13:43:32.629074,-1.01,currentSenChar/mqtt,-1.01
2023-08-02 13:43:32.631387,296.85,acXChar/mqtt,296.85
2023-08-02 13:43:32.641347,305.77,acYChar/mqtt,305.77
2023-08-02 13:43:32.641347,70.05,acZChar/mqtt,70.05
2023-08-02 13:43:32.651675,-0.41,currentSenChar/mqtt,-0.41
2023-08-02 13:43:32.709743,296.91,acXChar/mqtt,296.91
2023-08-02 13:43:32.720197,305.95,acYChar/mqtt,305.95
2023-08-02 13:43:32.723668,69.13,acZChar/mqtt,69.13
2023-08-02 13:43:32.736688,0.49,currentSenChar/mqtt,0.49
2023-08-02 13:43:32.743767,296.98,acXChar/mqtt,296.98
2023-08-02 13:43:32.744271,305.43,acYChar/mqtt,305.43
2023-08-02 13:43:32.754195,69.09,acZChar/mqtt,69.09
2023-08-02 13:43:32.762562,-0.51,currentSenChar/mqtt,-0.51
2023-08-02 13:43:32.770692,296.87,acXChar/mqtt,296.87
2023-08-02 13:43:32.770692,305.22,acYChar/mqtt,305.22
2023-08-02 13:43:32.784077,69.17,acZChar/mqtt,69.17
2023-08-02 13:43:32.790803,-0.57,currentSenChar/mqtt,-0.57
2023-08-02 13:43:33.010344,296.66,acXChar/mqtt,296.66
2023-08-02 13:43:33.018931,305.55,acYChar/mqtt,305.55
2023-08-02 13:43:33.027328,69.46,acZChar/mqtt,69.46
2023-08-02 13:43:33.027756,-0.65,currentSenChar/mqtt,-0.65
2023-08-02 13:43:33.036187,296.74,acXChar/mqtt,296.74
2023-08-02 13:43:33.044208,305.66,acYChar/mqtt,305.66
2023-08-02 13:43:33.045401,69.78,acZChar/mqtt,69.78
2023-08-02 13:43:33.054003,0.36,currentSenChar/mqtt,0.36
2023-08-02 13:43:33.122195,296.51,acXChar/mqtt,296.51
2023-08-02 13:43:33.122667,305.87,acYChar/mqtt,305.87
2023-08-02 13:43:33.131663,69.38,acZChar/mqtt,69.38
2023-08-02 13:43:33.140347,0.99,currentSenChar/mqtt,0.99
2023-08-02 13:43:33.148705,296.49,acXChar/mqtt,296.49
2023-08-02 13:43:33.157474,305.22,acYChar/mqtt,305.22
2023-08-02 13:43:33.165616,69.75,acZChar/mqtt,69.75
2023-08-02 13:43:33.166463,-1.17,currentSenChar/mqtt,-1.17
2023-08-02 13:43:33.175847,296.81,acXChar/mqtt,296.81
2023-08-02 13:43:33.184189,305.91,acYChar/mqtt,305.91
2023-08-02 13:43:33.193177,69.88,acZChar/mqtt,69.88
2023-08-02 13:43:33.193177,0.49,currentSenChar/mqtt,0.49
2023-08-02 13:43:33.204654,296.64,acXChar/mqtt,296.64
2023-08-02 13:43:33.212779,305.68,acYChar/mqtt,305.68
2023-08-02 13:43:33.221821,69.27,acZChar/mqtt,69.27
2023-08-02 13:43:33.223473,-0.12,currentSenChar/mqtt,-0.12
2023-08-02 13:43:33.232388,296.45,acXChar/mqtt,296.45
2023-08-02 13:43:33.414037,305.05,acYChar/mqtt,305.05
2023-08-02 13:43:33.414037,69.71,acZChar/mqtt,69.71
2023-08-02 13:43:33.428869,-0.35,currentSenChar/mqtt,-0.35
2023-08-02 13:43:33.436999,296.76,acXChar/mqtt,296.76
2023-08-02 13:43:33.446750,305.09,acYChar/mqtt,305.09
2023-08-02 13:43:33.453393,69.29,acZChar/mqtt,69.29
2023-08-02 13:43:33.459185,-0.91,currentSenChar/mqtt,-0.91
2023-08-02 13:43:33.460284,296.49,acXChar/mqtt,296.49
2023-08-02 13:43:33.469457,305.32,acYChar/mqtt,305.32
2023-08-02 13:43:33.477842,69.54,acZChar/mqtt,69.54
2023-08-02 13:43:33.486552,0.60,currentSenChar/mqtt,0.6
2023-08-02 13:43:33.532107,296.79,acXChar/mqtt,296.79
2023-08-02 13:43:33.540539,305.74,acYChar/mqtt,305.74
2023-08-02 13:43:33.549457,69.50,acZChar/mqtt,69.5
2023-08-02 13:43:33.557538,-0.17,currentSenChar/mqtt,-0.17
2023-08-02 13:43:33.567444,296.68,acXChar/mqtt,296.68
2023-08-02 13:43:33.575873,305.32,acYChar/mqtt,305.32
2023-08-02 13:43:33.576289,69.80,acZChar/mqtt,69.8
2023-08-02 13:43:33.585215,-0.78,currentSenChar/mqtt,-0.78
2023-08-02 13:43:33.593654,296.79,acXChar/mqtt,296.79
2023-08-02 13:43:33.605658,305.72,acYChar/mqtt,305.72
2023-08-02 13:43:33.614160,69.69,acZChar/mqtt,69.69
2023-08-02 13:43:33.614160,1.10,currentSenChar/mqtt,1.1
2023-08-02 13:43:33.626420,297.08,acXChar/mqtt,297.08
2023-08-02 13:43:33.630220,305.70,acYChar/mqtt,305.7
2023-08-02 13:43:33.639712,69.15,acZChar/mqtt,69.15
2023-08-02 13:43:33.642421,0.01,currentSenChar/mqtt,0.01
2023-08-02 13:43:33.645669,297.04,acXChar/mqtt,297.04
2023-08-02 13:43:33.663996,305.39,acYChar/mqtt,305.39
2023-08-02 13:43:33.674486,69.88,acZChar/mqtt,69.88
2023-08-02 13:43:33.682903,-0.91,currentSenChar/mqtt,-0.91
2023-08-02 13:43:33.731352,296.79,acXChar/mqtt,296.79
2023-08-02 13:43:33.740629,305.55,acYChar/mqtt,305.55
2023-08-02 13:43:33.749786,69.48,acZChar/mqtt,69.48
2023-08-02 13:43:33.757840,-0.43,currentSenChar/mqtt,-0.43
2023-08-02 13:43:33.757840,297.12,acXChar/mqtt,297.12
2023-08-02 13:43:33.766174,305.70,acYChar/mqtt,305.7
2023-08-02 13:43:33.775465,70.21,acZChar/mqtt,70.21
2023-08-02 13:43:33.784286,-0.83,currentSenChar/mqtt,-0.83
2023-08-02 13:43:33.841779,297.00,acXChar/mqtt,297.0
2023-08-02 13:43:33.841779,305.35,acYChar/mqtt,305.35
2023-08-02 13:43:33.850193,68.90,acZChar/mqtt,68.9
2023-08-02 13:43:33.858594,-0.86,currentSenChar/mqtt,-0.86
2023-08-02 13:43:33.891488,296.87,acXChar/mqtt,296.87
2023-08-02 13:43:33.898126,305.28,acYChar/mqtt,305.28
2023-08-02 13:43:33.906837,69.21,acZChar/mqtt,69.21
2023-08-02 13:43:33.916128,-0.83,currentSenChar/mqtt,-0.83
2023-08-02 13:43:33.941745,296.60,acXChar/mqtt,296.6
2023-08-02 13:43:33.941745,305.51,acYChar/mqtt,305.51
2023-08-02 13:43:33.950209,69.75,acZChar/mqtt,69.75
2023-08-02 13:43:33.959068,-0.88,currentSenChar/mqtt,-0.88
2023-08-02 13:43:34.054587,296.79,acXChar/mqtt,296.79
2023-08-02 13:43:34.061792,305.60,acYChar/mqtt,305.6
2023-08-02 13:43:34.067440,69.54,acZChar/mqtt,69.54
2023-08-02 13:43:34.075523,-0.78,currentSenChar/mqtt,-0.78
2023-08-02 13:43:34.081642,296.68,acXChar/mqtt,296.68
2023-08-02 13:43:34.087957,305.30,acYChar/mqtt,305.3
2023-08-02 13:43:34.098038,69.44,acZChar/mqtt,69.44
2023-08-02 13:43:34.098976,-0.70,currentSenChar/mqtt,-0.7
2023-08-02 13:43:34.116153,296.79,acXChar/mqtt,296.79
2023-08-02 13:43:34.116153,305.41,acYChar/mqtt,305.41
2023-08-02 13:43:34.124375,69.55,acZChar/mqtt,69.55
2023-08-02 13:43:34.133018,-0.28,currentSenChar/mqtt,-0.28
2023-08-02 13:43:34.158860,296.51,acXChar/mqtt,296.51
2023-08-02 13:43:34.166907,305.43,acYChar/mqtt,305.43
2023-08-02 13:43:34.175244,70.01,acZChar/mqtt,70.01
2023-08-02 13:43:34.184046,-0.91,currentSenChar/mqtt,-0.91
2023-08-02 13:43:34.221472,296.87,acXChar/mqtt,296.87
2023-08-02 13:43:34.221472,305.39,acYChar/mqtt,305.39
2023-08-02 13:43:34.229970,69.57,acZChar/mqtt,69.57
2023-08-02 13:43:34.238420,-0.67,currentSenChar/mqtt,-0.67
2023-08-02 13:43:34.344917,296.54,acXChar/mqtt,296.54
2023-08-02 13:43:34.354227,305.76,acYChar/mqtt,305.76
2023-08-02 13:43:34.362371,70.30,acZChar/mqtt,70.3
2023-08-02 13:43:34.370650,-0.38,currentSenChar/mqtt,-0.38
2023-08-02 13:43:34.378669,296.30,acXChar/mqtt,296.3
2023-08-02 13:43:34.387717,305.51,acYChar/mqtt,305.51
2023-08-02 13:43:34.396522,69.52,acZChar/mqtt,69.52
2023-08-02 13:43:34.396522,1.31,currentSenChar/mqtt,1.31
2023-08-02 13:43:34.455365,296.83,acXChar/mqtt,296.83
2023-08-02 13:43:34.463945,305.70,acYChar/mqtt,305.7
2023-08-02 13:43:34.472727,70.19,acZChar/mqtt,70.19
2023-08-02 13:43:34.478604,0.52,currentSenChar/mqtt,0.52
2023-08-02 13:43:34.490919,296.85,acXChar/mqtt,296.85
2023-08-02 13:43:34.491424,305.81,acYChar/mqtt,305.81
2023-08-02 13:43:34.499848,69.88,acZChar/mqtt,69.88
2023-08-02 13:43:34.507378,-0.38,currentSenChar/mqtt,-0.38
2023-08-02 13:43:34.516889,296.14,acXChar/mqtt,296.14
2023-08-02 13:43:34.525747,305.35,acYChar/mqtt,305.35
2023-08-02 13:43:34.525747,69.50,acZChar/mqtt,69.5
2023-08-02 13:43:34.535111,-0.70,currentSenChar/mqtt,-0.7
2023-08-02 13:43:34.660746,296.28,acXChar/mqtt,296.28
2023-08-02 13:43:34.660746,305.49,acYChar/mqtt,305.49
2023-08-02 13:43:34.669277,69.67,acZChar/mqtt,69.67
2023-08-02 13:43:34.678993,-0.78,currentSenChar/mqtt,-0.78
2023-08-02 13:43:34.687859,296.77,acXChar/mqtt,296.77
2023-08-02 13:43:34.696139,305.47,acYChar/mqtt,305.47
2023-08-02 13:43:34.704390,69.67,acZChar/mqtt,69.67
2023-08-02 13:43:34.708018,0.23,currentSenChar/mqtt,0.23
2023-08-02 13:43:34.760665,296.54,acXChar/mqtt,296.54
2023-08-02 13:43:34.770225,305.20,acYChar/mqtt,305.2
2023-08-02 13:43:34.779115,69.32,acZChar/mqtt,69.32
2023-08-02 13:43:34.779616,0.52,currentSenChar/mqtt,0.52
2023-08-02 13:43:34.789768,296.93,acXChar/mqtt,296.93
2023-08-02 13:43:34.798739,305.55,acYChar/mqtt,305.55
2023-08-02 13:43:34.808259,69.54,acZChar/mqtt,69.54
2023-08-02 13:43:34.817099,-0.43,currentSenChar/mqtt,-0.43
2023-08-02 13:43:34.859511,296.95,acXChar/mqtt,296.95
2023-08-02 13:43:34.871425,305.16,acYChar/mqtt,305.16
2023-08-02 13:43:34.877564,69.82,acZChar/mqtt,69.82
2023-08-02 13:43:34.886975,-1.12,currentSenChar/mqtt,-1.12
2023-08-02 13:43:34.973894,296.64,acXChar/mqtt,296.64
2023-08-02 13:43:34.974397,305.30,acYChar/mqtt,305.3
2023-08-02 13:43:34.982672,69.15,acZChar/mqtt,69.15
2023-08-02 13:43:34.991442,0.25,currentSenChar/mqtt,0.25
2023-08-02 13:43:34.999506,297.23,acXChar/mqtt,297.23
2023-08-02 13:43:35.006779,305.41,acYChar/mqtt,305.41
2023-08-02 13:43:35.010247,69.99,acZChar/mqtt,69.99
2023-08-02 13:43:35.020111,-0.70,currentSenChar/mqtt,-0.7
2023-08-02 13:43:35.064843,296.66,acXChar/mqtt,296.66
2023-08-02 13:43:35.073488,305.70,acYChar/mqtt,305.7
2023-08-02 13:43:35.086248,68.98,acZChar/mqtt,68.98
2023-08-02 13:43:35.086248,0.46,currentSenChar/mqtt,0.46
2023-08-02 13:43:35.096677,296.72,acXChar/mqtt,296.72
2023-08-02 13:43:35.104821,305.64,acYChar/mqtt,305.64
2023-08-02 13:43:35.112985,69.59,acZChar/mqtt,69.59
2023-08-02 13:43:35.121097,-0.51,currentSenChar/mqtt,-0.51
2023-08-02 13:43:35.129974,296.60,acXChar/mqtt,296.6
2023-08-02 13:43:35.163676,305.49,acYChar/mqtt,305.49
2023-08-02 13:43:35.172188,69.38,acZChar/mqtt,69.38
2023-08-02 13:43:35.180206,-1.01,currentSenChar/mqtt,-1.01
2023-08-02 13:43:35.190439,296.70,acXChar/mqtt,296.7
2023-08-02 13:43:35.198475,305.14,acYChar/mqtt,305.14
2023-08-02 13:43:35.213702,69.15,acZChar/mqtt,69.15
2023-08-02 13:43:35.222119,-1.15,currentSenChar/mqtt,-1.15
2023-08-02 13:43:35.271279,296.47,acXChar/mqtt,296.47
2023-08-02 13:43:35.280071,305.49,acYChar/mqtt,305.49
2023-08-02 13:43:35.286757,69.82,acZChar/mqtt,69.82
2023-08-02 13:43:35.296041,-0.80,currentSenChar/mqtt,-0.8
2023-08-02 13:43:35.313923,296.54,acXChar/mqtt,296.54
2023-08-02 13:43:35.323133,305.43,acYChar/mqtt,305.43
2023-08-02 13:43:35.338210,68.79,acZChar/mqtt,68.79
2023-08-02 13:43:35.348717,-0.96,currentSenChar/mqtt,-0.96
2023-08-02 13:43:35.583236,296.81,acXChar/mqtt,296.81
2023-08-02 13:43:35.593886,306.06,acYChar/mqtt,306.06
2023-08-02 13:43:35.602757,69.96,acZChar/mqtt,69.96
2023-08-02 13:43:35.611424,-0.83,currentSenChar/mqtt,-0.83
2023-08-02 13:43:35.613970,296.66,acXChar/mqtt,296.66
2023-08-02 13:43:35.623230,305.30,acYChar/mqtt,305.3
2023-08-02 13:43:35.623230,70.05,acZChar/mqtt,70.05
2023-08-02 13:43:35.631596,-0.86,currentSenChar/mqtt,-0.86
2023-08-02 13:43:35.640097,297.06,acXChar/mqtt,297.06
2023-08-02 13:43:35.649421,304.97,acYChar/mqtt,304.97
2023-08-02 13:43:35.658067,70.45,acZChar/mqtt,70.45
2023-08-02 13:43:35.665334,0.49,currentSenChar/mqtt,0.49
2023-08-02 13:43:35.682444,296.91,acXChar/mqtt,296.91
2023-08-02 13:43:35.686001,305.55,acYChar/mqtt,305.55
2023-08-02 13:43:35.694829,69.31,acZChar/mqtt,69.31
2023-08-02 13:43:35.703182,-0.43,currentSenChar/mqtt,-0.43
2023-08-02 13:43:35.703182,296.81,acXChar/mqtt,296.81
2023-08-02 13:43:35.713968,305.43,acYChar/mqtt,305.43
2023-08-02 13:43:35.722705,69.40,acZChar/mqtt,69.4
2023-08-02 13:43:35.723716,0.49,currentSenChar/mqtt,0.49
2023-08-02 13:43:35.732105,297.31,acXChar/mqtt,297.31
2023-08-02 13:43:35.740603,305.43,acYChar/mqtt,305.43
2023-08-02 13:43:35.740603,69.38,acZChar/mqtt,69.38
2023-08-02 13:43:35.749208,0.25,currentSenChar/mqtt,0.25
2023-08-02 13:43:35.757768,296.31,acXChar/mqtt,296.31
2023-08-02 13:43:35.757768,305.39,acYChar/mqtt,305.39
2023-08-02 13:43:35.766826,69.40,acZChar/mqtt,69.4
2023-08-02 13:43:35.776424,0.23,currentSenChar/mqtt,0.23
2023-08-02 13:43:35.785397,297.06,acXChar/mqtt,297.06
2023-08-02 13:43:35.794741,305.20,acYChar/mqtt,305.2
2023-08-02 13:43:35.796960,70.32,acZChar/mqtt,70.32
2023-08-02 13:43:35.806277,-0.06,currentSenChar/mqtt,-0.06
2023-08-02 13:43:35.890990,296.18,acXChar/mqtt,296.18
2023-08-02 13:43:35.899381,305.35,acYChar/mqtt,305.35
2023-08-02 13:43:35.899381,69.52,acZChar/mqtt,69.52
2023-08-02 13:43:35.907474,-0.91,currentSenChar/mqtt,-0.91
2023-08-02 13:43:35.989806,296.87,acXChar/mqtt,296.87
2023-08-02 13:43:35.992666,304.80,acYChar/mqtt,304.8
2023-08-02 13:43:36.000926,69.36,acZChar/mqtt,69.36
2023-08-02 13:43:36.000926,1.07,currentSenChar/mqtt,1.07
2023-08-02 13:43:36.015645,296.18,acXChar/mqtt,296.18
2023-08-02 13:43:36.019506,305.37,acYChar/mqtt,305.37
2023-08-02 13:43:36.028403,68.69,acZChar/mqtt,68.69
2023-08-02 13:43:36.028403,-0.78,currentSenChar/mqtt,-0.78
2023-08-02 13:43:36.092030,297.08,acXChar/mqtt,297.08
2023-08-02 13:43:36.092030,305.30,acYChar/mqtt,305.3
2023-08-02 13:43:36.100712,69.80,acZChar/mqtt,69.8
2023-08-02 13:43:36.109475,0.89,currentSenChar/mqtt,0.89
2023-08-02 13:43:36.116051,296.31,acXChar/mqtt,296.31
2023-08-02 13:43:36.124548,305.53,acYChar/mqtt,305.53
2023-08-02 13:43:36.124548,69.46,acZChar/mqtt,69.46
2023-08-02 13:43:36.133054,-0.51,currentSenChar/mqtt,-0.51
2023-08-02 13:43:36.141723,296.66,acXChar/mqtt,296.66
2023-08-02 13:43:36.141723,305.49,acYChar/mqtt,305.49
2023-08-02 13:43:36.150660,68.85,acZChar/mqtt,68.85
2023-08-02 13:43:36.159589,-0.91,currentSenChar/mqtt,-0.91
2023-08-02 13:43:36.393993,296.77,acXChar/mqtt,296.77
2023-08-02 13:43:36.393993,305.70,acYChar/mqtt,305.7
2023-08-02 13:43:36.403286,70.11,acZChar/mqtt,70.11
2023-08-02 13:43:36.411818,-0.88,currentSenChar/mqtt,-0.88
2023-08-02 13:43:36.416944,296.20,acXChar/mqtt,296.2
2023-08-02 13:43:36.425061,305.64,acYChar/mqtt,305.64
2023-08-02 13:43:36.425968,69.32,acZChar/mqtt,69.32
2023-08-02 13:43:36.434441,0.54,currentSenChar/mqtt,0.54
2023-08-02 13:43:36.502432,297.06,acXChar/mqtt,297.06
2023-08-02 13:43:36.513515,305.35,acYChar/mqtt,305.35
2023-08-02 13:43:36.518998,69.32,acZChar/mqtt,69.32
2023-08-02 13:43:36.527862,0.78,currentSenChar/mqtt,0.78
2023-08-02 13:43:36.537792,296.53,acXChar/mqtt,296.53
2023-08-02 13:43:36.545964,305.77,acYChar/mqtt,305.77
2023-08-02 13:43:36.552296,69.98,acZChar/mqtt,69.98
2023-08-02 13:43:36.559294,-0.38,currentSenChar/mqtt,-0.38
2023-08-02 13:43:36.568132,296.93,acXChar/mqtt,296.93
2023-08-02 13:43:36.568132,305.51,acYChar/mqtt,305.51
2023-08-02 13:43:36.576381,69.57,acZChar/mqtt,69.57
2023-08-02 13:43:36.584893,-0.38,currentSenChar/mqtt,-0.38
2023-08-02 13:43:36.584893,296.22,acXChar/mqtt,296.22
2023-08-02 13:43:36.593405,305.32,acYChar/mqtt,305.32
2023-08-02 13:43:36.602535,69.32,acZChar/mqtt,69.32
2023-08-02 13:43:36.602535,0.83,currentSenChar/mqtt,0.83
2023-08-02 13:43:36.617152,297.00,acXChar/mqtt,297.0
2023-08-02 13:43:36.626232,305.72,acYChar/mqtt,305.72
2023-08-02 13:43:36.634686,69.40,acZChar/mqtt,69.4
2023-08-02 13:43:36.634686,-0.78,currentSenChar/mqtt,-0.78
2023-08-02 13:43:36.706032,296.33,acXChar/mqtt,296.33
2023-08-02 13:43:36.706032,305.83,acYChar/mqtt,305.83
2023-08-02 13:43:36.719730,70.19,acZChar/mqtt,70.19
2023-08-02 13:43:36.719730,0.57,currentSenChar/mqtt,0.57
2023-08-02 13:43:36.728105,296.76,acXChar/mqtt,296.76
2023-08-02 13:43:36.743152,305.20,acYChar/mqtt,305.2
2023-08-02 13:43:36.753127,70.15,acZChar/mqtt,70.15
2023-08-02 13:43:36.753692,-0.94,currentSenChar/mqtt,-0.94
2023-08-02 13:43:36.762051,297.08,acXChar/mqtt,297.08
2023-08-02 13:43:36.771146,305.01,acYChar/mqtt,305.01
2023-08-02 13:43:36.779637,68.96,acZChar/mqtt,68.96
2023-08-02 13:43:36.788604,0.89,currentSenChar/mqtt,0.89
2023-08-02 13:43:36.814791,296.79,acXChar/mqtt,296.79
2023-08-02 13:43:36.817306,305.76,acYChar/mqtt,305.76
2023-08-02 13:43:36.826281,69.27,acZChar/mqtt,69.27
2023-08-02 13:43:36.834842,-0.88,currentSenChar/mqtt,-0.88
2023-08-02 13:43:36.911145,297.02,acXChar/mqtt,297.02
2023-08-02 13:43:36.917393,305.01,acYChar/mqtt,305.01
2023-08-02 13:43:36.926772,70.07,acZChar/mqtt,70.07
2023-08-02 13:43:36.926772,-0.80,currentSenChar/mqtt,-0.8
2023-08-02 13:43:36.957892,296.41,acXChar/mqtt,296.41
2023-08-02 13:43:36.964500,305.72,acYChar/mqtt,305.72
2023-08-02 13:43:36.970806,70.09,acZChar/mqtt,70.09
2023-08-02 13:43:36.973246,0.28,currentSenChar/mqtt,0.28
2023-08-02 13:43:37.009027,296.58,acXChar/mqtt,296.58
2023-08-02 13:43:37.009027,305.55,acYChar/mqtt,305.55
2023-08-02 13:43:37.018322,69.57,acZChar/mqtt,69.57
2023-08-02 13:43:37.027353,-0.54,currentSenChar/mqtt,-0.54
2023-08-02 13:43:37.063056,295.41,acXChar/mqtt,295.41
2023-08-02 13:43:37.071791,307.19,acYChar/mqtt,307.19
2023-08-02 13:43:37.080621,69.80,acZChar/mqtt,69.8
2023-08-02 13:43:37.080621,-0.54,currentSenChar/mqtt,-0.54
2023-08-02 13:43:37.315648,298.69,acXChar/mqtt,298.69
2023-08-02 13:43:37.320340,301.52,acYChar/mqtt,301.52
2023-08-02 13:43:37.329129,70.38,acZChar/mqtt,70.38
2023-08-02 13:43:37.330760,-0.46,currentSenChar/mqtt,-0.46
2023-08-02 13:43:37.341364,295.40,acXChar/mqtt,295.4
2023-08-02 13:43:37.341364,307.82,acYChar/mqtt,307.82
2023-08-02 13:43:37.351704,69.17,acZChar/mqtt,69.17
2023-08-02 13:43:37.360198,-0.65,currentSenChar/mqtt,-0.65
2023-08-02 13:43:37.422767,297.31,acXChar/mqtt,297.31
2023-08-02 13:43:37.422767,304.86,acYChar/mqtt,304.86
2023-08-02 13:43:37.434584,69.29,acZChar/mqtt,69.29
